0,1,2,3,4,5,6,7,8,ID
tabaco,chocolate,roble,cereza,frutos rojos,rosa seca,terroso,cuero,humo,1152949
cereza,arándano rojo, ,terroso,sílex,minerales,queso,queso,,2101957
cereza,frutos rojos,tofi,pimienta,regaliz,,ceniza,terroso,carne,1241918
cereza,frambuesa,fresa,terroso,minerales,hongo,mora,casis,arándano,5232233
cereza,frambuesa,fruta seca,cuero,terroso,humo,ciruela,mora,cereza Bing,8573
vainilla,chocolate,tiza,cereza negra,fruta negra,,minerales,cuero,piedra,1217203
cereza,fresa,frutos rojos,cuero,terroso,humo,roble,tabaco,vainilla,1241039
fresa,frambuesa,frutos rojos,roble,vainilla,,almendra,,,5563504
fresa,frambuesa,,mora,,,pomelo,,,2035468
mora,casis,cereza negra,roble,cedro,café,frambuesa,ciruela roja,,7960598
roble,tabaco,vainilla,humo,cuero,terroso,ciruela,fruta negra,mora,1433432
ciruela,mora,casis,roble,vainilla,chocolate,pimienta,regaliz,carne,13392
roble,chocolate,vainilla,ciruela,fruta negra,uva,cuero,humo,suelo del bosque,2071373
cereza,frutos rojos,rosa seca,fruta negra,mora,fruta seca,pimienta,clavo de olor,,1203200
ciruela,mora,frutos rojos,cereza,fresa,frambuesa,roble,chocolate,caramelo,8432145
mora,casis,fruta negra,cigarrera,roble,tomate,cuero,humo,carne de caza,1246043
terroso,humo,cuero,mora,ciruela,frutos rojos,cereza,frutos rojos,nuez negra,87099
ciruela,mora,fruta negra,roble,chocolate,vainilla,terroso,cuero,humo,1198802
mora,cereza negra,frambuesa,roble,tabaco,,frambuesa,,,2442046
roble,tabaco,vainilla,frutos rojos,fresa,fresa,frutos del bosque,cereza,,1142127
frutos rojos,arándano,,terroso,cuero,cítrico,roble,,,1206613
cereza,frutos rojos,tofi,roble,vainilla,tabaco,cuero,humo,terroso,5235354
mora,casis,arándano,cereza,frambuesa,fruta seca,chocolate,,,4611640
mora,ciruela,arándano,cereza,frutos rojos,nuez negra,roble,vainilla,cedro,1149102
cereza,frutos rojos,tofi,cuero,terroso,humo,mora,ciruela,cereza Bing,2307283
cereza,frambuesa,cereza,roble,mantequilla,carne,terroso,cuero,aceite balsámico,6876741
mora,fruta negra,arándano,vainilla,roble,tabaco,cuero,terroso,minerales,1975928
mora,arándano,ciruela,roble,vainilla,tabaco,terroso,cuero,humo,2426332
roble,vainilla,tabaco,ciruela,mora,casis,cuero,terroso,humo,1417313
roble,chocolate,pimiento,grafito,cuero,minerales,cereza,frambuesa,,1196879
casis,cereza negra,mora,cereza,frambuesa,terroso,roble,tabaco,vainilla,99092
roble,vainilla,chocolate,cereza,cereza roja,carne,mora,ciruela,cereza Bing,5049707
cereza,frutos rojos,uva,vainilla,roble,café,terroso,minerales,piedra,2705083
cedro,chocolate,roble,cereza,granada,frambuesa,cereza negra,fruta negra,,2156028
vainilla,roble,tabaco,mora,ciruela,frutos rojos,cereza,bebida cola,,5815017
roble,tabaco,vainilla,ciruela,mora,casis,cuero,terroso,humo,6262143
ciruela,arándano,mora,tabaco,vainilla,roble,cereza,fresa,frutos rojos,6228208
tabaco,roble,vainilla,casis,mora,ciruela,cuero,terroso,humo,1175060
mora,ciruela,frutos rojos,roble,tabaco,chocolate,cuero,terroso,humo,8237431
cereza,fresa,frutos rojos,suelo del bosque,minerales,,vainilla,roble,clavo de olor,1622208
roble,vainilla,tabaco,cereza,frutos rojos,tofi,ciruela,mora,cereza Bing,1151294
roble,tabaco,vainilla,mora,ciruela,fruta negra,terroso,cuero,humo,1102753
roble,vainilla,tabaco,cereza,frutos rojos,tofi,ciruela,mora,fruta negra,1141815
frambuesa,frutos rojos,,humo,terroso,cuero,roble,chocolate,tabaco,7249673
vainilla,roble,tabaco,pimienta,pimienta blanca,,mora,ciruela,frutos rojos,1194005
humo,cuero,terroso,fresa,cereza roja,cuero,roble,clavo de olor,mora,9070128
arándano,ciruela,fruta seca,roble,chocolate,chocolate,pimienta,mentol,tomillo,2115965
roble,vainilla,tabaco,mora,cereza negra,frambuesa,terroso,cuero,minerales,1941822
vainilla,roble,chocolate,arándano,ciruela,fruta seca,cuero,cacao,terroso,1188783
fresa,frambuesa,cereza,roble,tabaco,vainilla,ciruela,casis,arándano,2610193
roble,vainilla,cedro,mora,ciruela,fruta negra,cuero,terroso,humo,1868918
mora,ciruela,arándano,cereza,frambuesa,fruta seca,roble,vainilla,chocolate,1879228
fruta negra,mora,ciruela,roble,vainilla,tabaco,cereza,grosella roja, ,5409868
vainilla,roble,tabaco,cereza,frutos rojos,tofi,mora,ciruela,frutos rojos,75627
arándano,mora,ciruela,roble,chocolate,vainilla,cereza,frambuesa,fruta seca,3220033
cereza,fresa madura,,mulberry,,,mora,,,6251725
mora,arándano,fruta negra,pimienta,regaliz,pimiento,terroso,cuero,suelo del bosque,1179485
terroso,humo,,cereza,frutos rojos,tofi,vainilla,chocolate,,1463878
ciruela,mora,casis,roble,chocolate,vainilla,cereza,frambuesa,fruta seca,1230015
casis,fruta negra,arándano,frutos rojos,frambuesa,,pimienta,canela,eucalipto,1618971
mora,frutos del bosque,,cereza,,,pimienta,,,1548307
roble,vainilla,tabaco,mora,fruta negra,ciruela,cereza,frutos rojos,uva,6808587
hierbas secas,caramelo,,rosa seca,frambuesa,,clavo de olor,,,2369692
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,7756726
casis,,,regaliz,,,polvo de vainilla,,,3659327
chocolate,roble,tabaco,cereza negra,mora,casis,cereza,,,4516110
frambuesa,cereza,,roble,,,polvo de vainilla,,,2385104
ciruela,mora,arándano,roble,vainilla,chocolate,frutos rojos,cereza,tofi,1236137
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,10790328
ciruela,frutos del bosque,,roble,chocolate,vainilla,terroso,carne de caza,,6151266
chocolate,roble,tabaco,mora,casis,fruta negra,cereza,frambuesa,,1137610
roble,vainilla,cuero,frutos del bosque,casis,,frutos rojos,fresa,,1507078
roble,vainilla,chocolate,terroso,cuero,carne,cereza,frambuesa,fruta seca,1414783
roble,mantequilla,carne,humo,trufa negra,,almendra,,,1401252
cereza,frambuesa,cereza,vainilla,clavo de olor,,cítrico,cera de abeja,,3098332
cereza,frambuesa,arándano,humo,hongo,terroso,roble,chocolate,,1495559
roble,caramelo,café,terroso,,,cereza,cereza roja,,7980578
casis,,,frutos rojos,,,mentol,,,1816727
roble,vainilla,tabaco,ciruela,frutos del bosque,,terroso,cuero,carne,1296833
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,5932390
mora,casis,ciruela,roble,tabaco,vainilla,terroso,cuero,humo,4120
mora,fruta negra,ciruela,roble,tabaco,chocolate,cereza,grosella roja, ,1101160
mora,cereza negra,frambuesa,roble,vainilla,,frutos rojos,,,1835878
cereza roja,frambuesa,,frambuesa,mermelada,,canela,,,8200947
mora,frutos del bosque,,terroso,cacao,minerales,fresa,frambuesa,frutos rojos,1199062
cereza,,,regaliz,,,polvo de vainilla,,,3340076
casis,ciruela,fruta negra,roble,caramelo,pimiento,frutos rojos,cereza,,1217238
vainilla,salsa de fresa,,anís,canela,hinojo,cereza,frutos rojos,rosa seca,1206120
mora,casis,arándano,roble,vainilla,mantequilla,cuero,terroso,carne asada,2019163
roble,vainilla,chocolate,cereza,frutos rojos,tofi,ciruela,frutos del bosque,,1175206
chocolate,clavo de olor,,ciruela,fruta negra,,anís,canela,pimienta,1496883
cuero,terroso,sílex,roble,mantequilla,limón,cereza,frutos rojos,tofi,4426445
roble,chocolate,chocolate,frambuesa,mora,,anís,,,1211449
casis,mermelada,mora,cereza,frambuesa,,roble,vainilla,caramelo,10200689
fruta negra,ciruela,mora,roble,vainilla,chocolate,cuero,terroso,humo,4447631
mora,arándano,frutos rojos,cereza,,,cuero,,,7102463
queso,,,polvo de vainilla,,,polvo de vainilla,,,2931735
roble,tabaco,bebida cola,hongo,cuero,minerales,mora,ciruela,frutos rojos,1800659
cereza,,,polvo de vainilla,,,polvo de vainilla,,,1245038
pasas de uva negras,arándano,,cereza negra,mermelada,,granada,cereza roja,,5802958
tabaco dulce,pomelo,,fresa,cereza,frambuesa,piedra,sílex,minerales,1554280
cereza,frambuesa,fruta seca,cuero,terroso,humo,roble,tabaco,vainilla,6202298
tabaco dulce,cedro,caucho,frutos del bosque,ciruela,,cereza roja,cereza,,2367850
arándano,fruta negra, ,clavo de olor,tabaco, ,cereza,frambuesa,,1385040
ciruela,fruta negra,mora,regaliz,pimienta blanca,,cuero,humo,terroso,4628686
terroso,cuero,minerales,cereza,frambuesa,fruta seca,mora,ciruela,frutos rojos,1176616
fresa,cereza,frambuesa,pimienta,regaliz,,nuez moscada,vainilla,,3850344
ciruela,mora,cereza Bing,vainilla,roble,chocolate,pimienta,regaliz,,1148735
roble,cedro,,fruta negra,mora,,pimienta,,,2027708
mora,arándano,zarzamora,canela,regaliz negro,,peonía,virutas,,3612428
cereza,grosella roja, ,ciruela pasa,arándano,,tomillo,,,1818115
fruta negra,mora,casis,roble,vainilla,chocolate,pimienta,mentol,,2534756
chocolate,café,cedro,frutos del bosque,casis,,cuero,humo,terroso,2609048
cereza,frutos rojos,tofi,roble,vainilla,cedro,trufa negra,casis, ,1598530
cereza negra,arándano,,cereza,arándano rojo, ,humo,terroso,,5554628
casis,cereza negra,fresa,roble,vainilla,café,cuero,aceite balsámico,,6312692
cereza,frambuesa,fruta seca,terroso,cuero,suelo del bosque,pimienta,canela,regaliz,2388354
terroso,cuero,sílex,mora,arándano,casis,vainilla,mantequilla, ,1515933
ciruela,fruta negra,,frutos rojos,cereza roja,,hierbas,,,1540721
cereza,fresa,frutos rojos,ciruela,cereza negra, ,vainilla,roble,mantequilla,1450421
ruibarbo,pimienta blanca,,roble,pimienta de Jamaica,,minerales,humo,terroso,1714892
casis,ciruela,mora,roble,café,tabaco,cuero,terroso,humo,1538211
roble,vainilla,tabaco,cereza,grosella roja, ,pasas de uva negras,ciruela,,1197689
roble,tabaco,chocolate,ciruela,mora,casis,cuero,humo,terroso,74629
cereza,fresa,frutos rojos,terroso,cuero,minerales,mora,ciruela,cereza Bing,27324
frutos del bosque,ciruela,,cereza,,,roble,,,1618121
terroso,cuero,hongo,roble,tabaco,clavo de olor,cereza,frutos rojos,uva,5509045
ciruela,fruta negra,rosa seca,vainilla,roble,café,cuero,humo,trufa negra,2246634
mora,cereza negra,ciruela,roble,chocolate,vainilla,pimienta,canela,regaliz,1905473
frambuesa,fresa,cereza,minerales,humo,cuero,roble,eneldo,vainilla,3592769
cereza,frutos rojos,tofi,eneldo,pimienta blanca,,sandía,virutas,,10579435
fruta negra,arándano, ,cereza,fresa,arándano,roble,chocolate,nuez negra,1917258
arándano rojo,frambuesa,,arándano,,,eneldo,,,3837899
cereza,frutos rojos,tofi,roble,vainilla,chocolate,ciruela,mora,casis,1719983
cereza,frutos rojos,uva,roble,mantequilla,caucho,terroso,trufa negra,rosa seca,1988163
roble,vainilla,chocolate,cereza,frutos rojos,tofi,ciruela,mora,fruta negra,1132737
mora,ciruela,fruta negra,roble,tabaco,vainilla,cereza,frutos rojos,tofi,1631892
roble,vainilla,tabaco,mora,casis,ciruela,cuero,terroso,minerales,1250126
terroso,cuero,humo,mora,ciruela,frutos rojos,cereza,frutos rojos,tofi,93495
mora,ciruela,frutos rojos,cereza,frambuesa,fruta seca,cuero,terroso,humo,1472841
cítrico,limón,limón,tabaco dulce,menta,mora,casis,,,1144350
casis,fruta negra,mora,cuero,terroso,,cereza,,,2346241
ciruela,arándano,mora,cereza,frambuesa,fruta seca,terroso,cuero,minerales,1295492
casis,arándano,frutos rojos,chocolate,roble,,granada,fresa,,1291936
cereza,arándano rojo, ,mora,casis,frutos del bosque,pimienta,romero,regaliz,2053378
mora,frutos del bosque,,roble,vainilla,café,cereza,cereza roja,fresa,83760
pimienta,pimienta blanca,,fruta negra,mora,arándano,cereza,fresa,,1181146
mora,fruta negra,frambuesa,roble,chocolate,tabaco,cuero,terroso,humo,6548079
roble,vainilla,chocolate,ciruela,mora,casis,cereza,frambuesa,fruta seca,56154
cereza,frutos rojos,tofi,pimienta,pimienta blanca,,roble,cedro,tabaco,17516
frambuesa,cereza,fresa,terroso,humo,piedra,arándano,mora,ciruela,7507578
ciruela,mora,zarzamora,roble,chocolate amargo,,cuero,cacao,hierro,4623714
frambuesa,fresa,frutos rojos,cuero,terroso,suelo del bosque,roble,clavo de olor,uva,1207791
fresa,frutos rojos,fresa,terroso,cuero,humo,roble,vainilla,clavo de olor,1134975
roble,vainilla,tabaco,aceite balsámico,cuero,,frutos rojos,cereza,uva,1179795
cuero,terroso,humo,ciruela,mora,frutos rojos,tabaco,roble,vainilla,1117457
cereza roja,frambuesa,,vainilla,chocolate,café,arándano,fruta negra, ,8958640
cuero,terroso,minerales,ciruela pasa,,,roble,tabaco,,5462967
roble,chocolate,vainilla,mora,ciruela,frutos rojos,humo,cuero,terroso,1148635
cereza,frutos rojos,tofi,cuero,terroso,humo,roble,tabaco,vainilla,4365029
roble,vainilla,chocolate,mora,ciruela,cereza Bing,cereza,frutos rojos,tofi,5087615
cereza,fresa,granada,cuero,terroso,suelo del bosque,roble,tabaco,chocolate,4939508
mora,ciruela,frutos rojos,roble,vainilla,tabaco,terroso,cuero,humo,1183854
roble,vainilla,chocolate,casis,mora,ciruela,cuero,terroso,humo,1634394
mora,ciruela,casis,roble,vainilla,tabaco,cuero,terroso,aceite balsámico,1390699
cereza,frambuesa,fresa,mora,ciruela,arándano,terroso,cuero,piedra,1473465
pimienta,,,polvo de vainilla,,,polvo de vainilla,,,10051104
roble,chocolate,vainilla,ciruela,frutos del bosque,,cereza,frambuesa,fruta seca,1253723
mora,ciruela,cereza Bing,pimienta,regaliz,anís,frambuesa,frutos rojos,,2468030
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,10891910
roble,tabaco,vainilla,cereza,frutos rojos,tofi,cuero,terroso,humo,10718
frambuesa,fresa,cereza,terroso,humo,hongo,pimienta,anís,menta,7763837
vainilla,roble,cedro,cereza,frambuesa,cereza,mora,cereza negra,ciruela,5763226
frambuesa,cereza,fresa,mora,ciruela,cereza Bing,pimienta,regaliz,pimiento,87849
carne a la parrilla,tomillo,,pimienta verde,,,polvo de vainilla,,,1672390
roble,tabaco,vainilla,minerales,humo,cuero,mora,fruta negra,fruta seca,1938166
cereza,frambuesa,,canela,regaliz,,virutas,,,7956976
pasas de uva negras,fruta seca,,fruta negra,,,polvo de vainilla,,,6966300
terroso,cuero,alquitrán,cereza,frutos rojos,tofi,tabaco,roble,vainilla,1366545
roble,vainilla,chocolate,pimienta,romero,pimiento,mora,ciruela,fruta negra,9716192
terroso,trufa negra,,ciruela,,,frutos rojos,,,2196623
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,2732498
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,8189389
terroso,hongo,humo,cereza,fresa,frambuesa,cereza negra,fruta negra,,10482314
roble,vainilla,tabaco,cereza,frutos rojos,tofi,cuero,terroso,humo,1184459
frutos del bosque,ciruela,,cereza,frutos rojos,rosa seca,roble,café,nuez moscada,6487425
mora,ciruela,fruta negra,roble,vainilla,chocolate,cuero,terroso,humo,1199531
grafito,cuero,minerales,mora,ciruela,frutos rojos,carne de caza,frambuesa,,7230861
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,10040299
vainilla,roble,tabaco,cuero,terroso,humo,fruta negra,ciruela,rosa seca,1274993
roble,tabaco,chocolate,frutos rojos,frambuesa,,cuero,terroso,aceite balsámico,5930197
roble,tabaco,chocolate,cereza,granada,frambuesa,arándano,mora,cereza,2305440
mermelada de bayas,cereza,,pasas de uva negras,casis,,chocolate,,,11215220
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11804442
cereza,fresa,frambuesa,roble,tabaco,vainilla,cuero,terroso,humo,1100692
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12191729
cuero,terroso,humo,tabaco,roble,vainilla,ciruela,cereza negra, ,23863
cereza,frambuesa,fresa,terroso,humo,cuero,roble,vainilla,clavo de olor,15899
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12936568
cereza,frutos rojos,tofi,roble,chocolate,vainilla,terroso,humo,minerales,1670099
roble,vainilla,chocolate,fruta negra,ciruela,mora,cereza,frutos rojos,tofi,6304704
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11837865
ciruela,mora,fruta negra,roble,vainilla,tabaco,cuero,terroso,minerales,1136231
roble,vainilla,tabaco,mora,casis,ciruela,cuero,terroso,humo,1131069
roble,cedro,chocolate,mora,frutos del bosque,,cereza,frutos rojos,uva,10386350
frambuesa,frutos rojos,,tomillo,,,virutas,,,3766901
ciruela,mora,cereza Bing,roble,vainilla,cigarro,cuero,terroso,café,1794167
mora,frutos del bosque,,cereza,frambuesa,fresa,cuero,humo,terroso,4284943
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11382025
chocolate,vainilla,roble,terroso,cuero,suelo del bosque,mora,ciruela,cereza Bing,1168787
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11810236
roble,vainilla,clavo de olor,mora,fruta negra,arándano,terroso,cuero,hongo,1317963
mora,frutos del bosque,,pimienta,salvia,,cereza,cereza roja,,1392701
bebida cola, ,,terroso,,,bebida cola,,,6700005
vainilla,chocolate,caucho,mora,ciruela,fruta negra,frutos rojos,cereza,tofi,1681299
tabaco,chocolate,chocolate,cereza negra,mermelada,,cacao,cuero,minerales,10638493
cereza negra,mora,ciruela,cuero,hongo,piedra,romero,,,9984711
fresa,cereza,frambuesa,terroso,aceite balsámico,,mermelada,arándano,mora,2460421
roble,vainilla,café,ciruela,mora,frutos rojos,regaliz,pimienta,hinojo,1146109
terroso,ceniza,,clavo de olor,canela,,mora,arándano,mermelada,2286154
roble,tabaco,chocolate,fruta negra,arándano, ,canela,menta,anís,1230412
cereza,frambuesa,fruta seca,roble,tabaco,vainilla,cuero,terroso,aceite balsámico,10157
roble,tabaco,cigarro,mora,casis,ciruela,eucalipto,menta,pimiento,1634993
frutos rojos,,,chocolate,,,frutos del bosque,,,1622360
roble,tabaco,vainilla,pimienta,,,ciruela,,,2407463
terroso,minerales,humo,frutos rojos,cereza,tofi,tabaco,chocolate,canela,1239214
roble,tabaco,chocolate,mora,fruta negra,casis,cuero,minerales,humo,2448869
ciruela,cereza negra, ,roble,tabaco,chocolate,cuero,minerales,grafito,1171898
hongo,terroso,cuero,cereza negra,fruta negra,,roble,vainilla,,1619260
casis,frutos del bosque,,canela,pimienta,regaliz,café,roble,café,2651909
queso,crema,,casis,,,cereza,,,2389188
frambuesa,fresa,cereza,arándano,mora,mermelada,chocolate,caramelo,uva,1544666
cereza negra,mora,casis,pimienta,orégano,,cereza,frambuesa,terroso,5729005
terroso,cuero,hongo,cereza,frutos rojos, ,chocolate,cedro,cigarro,779566
humo,,,polvo de vainilla,,,polvo de vainilla,,,7317795
roble,tabaco,vainilla,cereza,frutos rojos,tofi,cuero,terroso,hongo,1167330
roble,chocolate,vainilla,cereza,frutos rojos,tofi,ciruela,fruta negra,mora,2237768
roble,,,frutos del bosque,,,regaliz,,,1568032
fresa,frambuesa,frutos rojos,aceite balsámico,minerales,,mantequilla,roble,,6345459
frambuesa,frutos rojos,,cacao,terroso,cuero,caramelo,,,2309940
bebida cola, ,,mermelada,,,bebida cola,,,8751868
chocolate,vainilla,roble,cereza,frambuesa,granada,ciruela,mora,frutos rojos,5714374
chocolate,roble,vainilla,ciruela,mora,cereza Bing,cereza,frutos rojos,tofi,10307
frutos rojos,cereza,tofi,fruta negra,ciruela,mora,pimienta,,,1358902
frambuesa,frutos rojos,,minerales,cuero,humo,almizcle,pimienta,ajedrea,1933820
vainilla,chocolate,roble,ciruela,fruta negra,uva,humo,cuero,cacao,1371086
ciruela,fruta negra,uva,roble,tabaco,mantequilla,cereza,frambuesa,fruta seca,1422694
fruta negra,casis,mora,chocolate,roble,vainilla,cuero,humo,terroso,1380667
vainilla,chocolate,,polvo de vainilla,,,polvo de vainilla,,,4194556
frutos del bosque,ciruela,,regaliz,,,tostada,,,6780212
fresa,cereza,frambuesa,mermelada,arándano,mora,regaliz,pimienta,carne,79437
cereza,fresa,frutos rojos,terroso,minerales,pizarra,casis,frutos del bosque,,4331212
mora,ciruela,frutos rojos,roble,vainilla,tabaco,terroso,cuero,humo,1277026
ciruela,casis,frutos rojos,vainilla,roble,chocolate,cereza,frambuesa,fruta seca,1278767
cuero,suelo del bosque,,roble,mezcla de especias para vino caliente,,cereza,frambuesa,cereza,1824802
vainilla,roble,tabaco,mora,ciruela,arándano,cereza,frutos rojos,tofi,1142756
cuero,terroso,suelo del bosque,cereza,frambuesa,fruta seca,roble,,,5259874
roble,vainilla,chocolate,ciruela,mora,frutos rojos,cereza,fresa,frutos rojos,6288
cereza,frambuesa,fruta seca,minerales,terroso,cuero,roble,vainilla,tabaco,2771332
roble,chocolate,vainilla,cereza,frutos rojos,tofi,pimienta,jalapeño,rosa seca,3379445
roble,vainilla,,cereza roja,fresa,,pimienta,,,5054617
cereza,,,naranja,,,crema,,,2975852
cereza,frambuesa,fresa,mora,fruta negra,arándano,terroso,grafito,hierro,4778991
cereza,frutos rojos,tofi,humo,terroso,cuero,ciruela,casis,casis,1126438
